Date,Day1Volume,Day1Open,Day1High,Day1Low,Day2Volume,Day2Open,Day2High,Day2Low,Day3Volume,Day3Open,Day3High,Day3Low,Target
08/24/2017,26330070.0,157.5,157.89,155.11,21564890.0,158.23,160.0,158.02,19376940.0,159.07,160.47,158.88,160.43
07/27/2018,18680930.0,192.45,193.66,192.05,16553500.0,193.06,194.85,192.43,19005150.0,194.61,195.96,193.61,194.99
03/16/2017,17048800.0,138.85,139.43,138.82,15281850.0,139.3,139.65,138.84,25676720.0,139.41,140.75,139.03,140.72
01/13/2017,24432660.0,118.77,119.38,118.3,27453130.0,118.74,119.93,118.6,27057550.0,118.9,119.3,118.21,119.11
04/29/2016,52979780.0,103.91,105.3,103.91,114436300.0,96.0,98.71,95.68,82107120.0,97.61,97.88,94.25,93.99
03/13/2018,24518850.0,175.48,177.12,175.07,32130360.0,177.96,180.0,177.39,32191070.0,180.29,182.39,180.21,182.59
01/14/2016,49687870.0,98.97,99.06,97.34,49046150.0,100.55,100.69,98.84,62285770.0,100.32,101.19,97.3,97.96
08/01/19,21673390.0,208.46,210.64,208.44,33935720.0,208.76,210.16,207.31,69281360.0,216.42,221.37,211.3,213.9
02/14/2017,28321440.0,131.65,132.45,131.12,20046250.0,132.46,132.94,132.05,22989980.0,133.08,133.82,132.75,133.47
08/30/2016,25001730.0,107.39,107.88,106.68,27744300.0,107.41,107.95,106.31,24900130.0,106.62,107.44,106.29,105.8
08/04/16,38018910.0,104.41,106.15,104.41,33770220.0,106.05,106.07,104.0,30148360.0,104.81,105.84,104.77,105.58
11/18/2015,45555300.0,115.2,115.57,112.27,37979570.0,111.38,114.24,111.0,27584020.0,114.92,115.05,113.32,115.76
10/04/19,36187160.0,225.07,228.22,224.2,35767260.0,223.06,223.58,217.93,30352690.0,218.43,220.96,215.13,225.64
05/16/2017,27236290.0,152.45,154.07,152.31,32493770.0,154.7,156.42,154.67,25912270.0,156.01,156.65,155.05,155.94
03/09/20,54794570.0,296.44,303.4,293.13,46893220.0,295.52,299.55,291.41,56544250.0,282.0,290.82,281.23,263.75
03/12/19,24755470.0,173.87,174.44,172.02,23985960.0,170.32,173.07,169.5,31123000.0,175.49,179.12,175.35,180.0
10/22/2019,17272900.0,235.09,236.15,233.52,24377170.0,234.59,237.58,234.29,22367480.0,237.52,240.99,237.32,241.16
04/10/18,26750260.0,172.58,174.23,172.08,34949690.0,170.97,172.48,168.2,28976200.0,169.88,173.09,169.85,173.0
08/23/2018,30149410.0,218.1,219.18,215.11,25682700.0,216.8,217.19,214.03,18965930.0,214.1,216.36,213.84,214.65
11/27/2019,16331260.0,262.59,263.18,260.84,21029520.0,262.71,266.44,262.52,26334880.0,266.94,267.16,262.5,265.58
10/18/2019,23040480.0,236.39,237.65,234.88,19286690.0,233.37,235.24,233.2,17272900.0,235.09,236.15,233.52,234.59
09/11/18,34121240.0,226.23,227.35,221.3,37418910.0,221.85,225.37,220.71,39194720.0,220.95,221.85,216.47,218.01
08/25/2017,21564890.0,158.23,160.0,158.02,19376940.0,159.07,160.47,158.88,19782170.0,160.43,160.74,158.55,159.65
03/01/19,16991610.0,173.71,175.3,173.17,27817640.0,173.21,175.0,172.73,27953810.0,174.32,174.91,172.92,174.28
01/26/2018,32395870.0,177.3,179.44,176.82,51368540.0,177.25,177.3,173.2,41438280.0,174.51,174.95,170.53,172.0
05/11/18,28053230.0,184.99,186.22,183.67,23141260.0,186.55,187.4,185.22,27942430.0,187.74,190.37,187.65,189.49
09/27/2017,46575410.0,152.02,152.27,150.56,44366140.0,149.99,151.83,149.16,35907770.0,151.78,153.92,151.69,153.8
10/10/18,33507770.0,227.96,228.41,220.58,28784550.0,222.21,224.8,220.2,26656630.0,223.64,227.27,222.25,225.46
12/18/2018,31754210.0,170.49,172.57,169.55,40620360.0,169.0,169.08,165.28,43250420.0,165.45,168.35,162.73,165.38
06/29/2018,24378480.0,182.99,186.53,182.54,24987260.0,185.23,187.28,184.03,17352380.0,184.1,186.21,183.8,186.29
10/07/16,29707270.0,113.06,114.31,112.63,21400410.0,113.4,113.66,112.69,28508710.0,113.7,114.34,113.13,114.31
07/03/18,17352380.0,184.1,186.21,183.8,22551660.0,186.29,187.19,182.91,17675210.0,183.82,187.3,183.42,187.79
06/14/2016,26575570.0,98.5,99.99,98.46,31672220.0,98.53,99.35,98.48,37708360.0,98.69,99.12,97.1,97.32
12/20/2016,46286150.0,115.38,116.73,115.23,44284660.0,116.47,116.5,115.65,27756760.0,115.8,117.38,115.75,116.74
04/07/16,37322930.0,110.42,112.19,110.27,26560420.0,109.51,110.73,109.42,26178840.0,110.23,110.98,109.2,109.95
10/09/15,48702200.0,110.63,111.74,109.77,46717770.0,111.74,111.77,109.41,61747260.0,110.19,110.19,108.21,110.0
06/08/17,25277680.0,154.34,154.45,153.46,26591850.0,153.9,155.81,153.78,21017560.0,155.02,155.98,154.48,155.25
06/08/18,21535570.0,193.07,193.94,192.36,20912820.0,193.63,194.08,191.92,21329170.0,194.14,194.2,192.34,191.17
08/16/2018,25864510.0,207.7,210.95,207.7,20679270.0,210.16,210.56,208.26,28595230.0,209.22,210.74,208.33,211.75
01/03/18,16412270.0,171.0,171.85,170.48,25938760.0,170.52,170.59,169.22,25400540.0,170.16,172.3,169.26,172.53
02/28/2018,33772050.0,173.67,175.65,173.54,37353670.0,176.35,179.39,176.21,38885510.0,179.1,180.48,178.16,179.26
06/28/2018,31632320.0,183.4,184.92,180.73,24378480.0,182.99,186.53,182.54,24987260.0,185.23,187.28,184.03,184.1
11/22/2017,21884010.0,171.04,171.39,169.64,16041550.0,170.29,170.56,169.56,25047130.0,170.78,173.7,170.78,173.36
01/25/2016,72274300.0,95.1,98.19,93.42,52099200.0,97.06,97.88,94.94,65648660.0,98.63,101.46,98.37,101.52
08/02/19,33935720.0,208.76,210.16,207.31,69281360.0,216.42,221.37,211.3,54017920.0,213.9,218.03,206.74,205.53
02/16/2018,32483310.0,161.95,164.75,161.65,40382890.0,163.05,167.54,162.88,50908540.0,169.79,173.09,169.0,172.36
12/04/18,41523580.0,182.66,182.8,177.7,39424260.0,180.29,180.33,177.03,40537700.0,184.46,184.94,181.21,180.95
08/21/2018,27595310.0,211.75,213.81,211.47,35034410.0,213.44,217.95,213.16,30149410.0,218.1,219.18,215.11,216.8
12/14/2016,34324350.0,112.31,114.7,112.31,26176690.0,113.29,115.0,112.49,43293350.0,113.84,115.92,113.75,115.04
09/06/16,31639010.0,105.66,106.57,105.64,26675250.0,106.14,106.8,105.62,26393770.0,107.7,108.0,106.82,107.9
10/22/2015,29723750.0,110.8,111.75,110.11,48929200.0,111.34,114.17,110.82,42276880.0,114.0,115.58,113.7,114.33
07/20/2015,33559770.0,125.72,127.15,125.58,35987630.0,127.74,128.57,127.35,45970470.0,129.08,129.62,128.31,130.97
02/02/18,45635470.0,165.53,167.37,164.7,32234520.0,166.87,168.44,166.5,44453230.0,167.17,168.62,166.76,166.0
09/15/2015,62800770.0,110.27,113.28,109.9,49793750.0,111.79,114.21,111.76,58279570.0,116.58,116.89,114.86,115.93
05/26/2017,19906170.0,154.9,154.9,153.31,19201820.0,153.84,154.17,152.67,19217810.0,153.73,154.35,153.03,154.0
07/23/2018,16365720.0,191.78,191.8,189.93,20182050.0,189.69,192.55,189.69,20670830.0,191.78,192.43,190.17,190.68
09/17/2018,49118510.0,224.94,225.0,219.84,41411350.0,223.52,228.35,222.57,31801970.0,225.75,226.84,222.52,222.15
09/10/18,33290830.0,228.99,229.67,225.1,34121240.0,226.23,227.35,221.3,37418910.0,221.85,225.37,220.71,220.95
05/15/2018,27942430.0,187.74,190.37,187.65,26167950.0,189.49,190.06,187.45,20393070.0,189.01,189.53,187.86,186.78
02/20/2020,20028450.0,324.74,325.98,322.85,38190550.0,315.36,319.75,314.61,23495990.0,320.0,324.57,320.0,322.63
11/15/2019,21847230.0,261.55,262.79,260.92,25817590.0,261.13,264.78,261.07,22395560.0,263.75,264.88,262.1,263.68
01/11/18,20523870.0,174.35,175.61,173.93,21532200.0,174.55,175.06,173.41,23751690.0,173.16,174.3,173.0,174.59
08/04/15,33400950.0,122.32,122.57,121.71,42832890.0,122.6,122.64,120.91,69639900.0,121.5,122.57,117.52,117.42
11/20/2019,25093670.0,263.68,265.78,263.01,21700900.0,265.8,267.43,264.23,19069600.0,267.9,268.0,265.39,265.54
06/17/2020,50036510.0,344.72,347.8,334.22,34702230.0,333.25,345.68,332.58,41357180.0,351.46,353.2,344.72,355.15
07/19/2018,15009800.0,191.52,192.65,190.42,15515000.0,189.75,191.87,189.2,16365720.0,191.78,191.8,189.93,189.69
12/06/17,39735110.0,169.95,171.67,168.5,32512580.0,172.48,172.62,169.63,27315530.0,169.06,171.52,168.4,167.5
03/08/19,19238480.0,175.94,176.0,174.54,20755140.0,174.67,175.49,173.94,24755470.0,173.87,174.44,172.02,170.32
02/22/2017,22539860.0,135.67,135.9,134.84,22163280.0,135.1,135.83,135.1,24487200.0,136.23,136.75,135.98,136.43
06/08/20,26122800.0,324.66,326.2,322.3,21890090.0,324.39,325.62,320.78,34312550.0,323.35,331.75,323.23,330.25
11/23/2015,46559730.0,115.76,117.49,115.5,43233950.0,117.64,119.75,116.76,34135230.0,119.2,119.92,118.85,119.27
08/25/2016,25784420.0,108.86,109.1,107.85,21236850.0,108.59,109.32,108.53,23606240.0,108.57,108.75,107.68,107.39
10/19/2018,28802550.0,218.93,222.99,216.76,22692880.0,222.3,222.64,219.34,32389280.0,217.86,219.74,213.0,218.06
09/07/17,16564340.0,164.8,164.94,163.63,29491910.0,163.75,164.25,160.56,21610300.0,162.71,162.99,160.52,162.09
02/13/2018,54145930.0,160.29,161.0,155.03,70583530.0,157.07,157.89,150.24,60774900.0,158.5,163.89,157.51,161.95
11/17/2015,32461350.0,116.26,116.82,115.65,45555300.0,115.2,115.57,112.27,37979570.0,111.38,114.24,111.0,114.92
03/12/18,31686450.0,174.94,175.85,174.27,24518850.0,175.48,177.12,175.07,32130360.0,177.96,180.0,177.39,180.29
02/14/2018,70583530.0,157.07,157.89,150.24,60774900.0,158.5,163.89,157.51,32483310.0,161.95,164.75,161.65,163.05
02/27/2017,20769030.0,136.43,137.12,136.11,20762360.0,137.38,137.48,136.3,21754600.0,135.91,136.66,135.28,137.14
07/12/18,19636390.0,189.5,190.68,189.3,15801370.0,190.71,191.28,190.18,18776390.0,188.5,189.78,187.61,189.53
07/31/2015,33570380.0,123.38,123.91,122.55,36912040.0,123.15,123.5,122.27,33400950.0,122.32,122.57,121.71,122.6
10/30/2015,67673450.0,115.4,116.54,113.99,85436210.0,116.93,119.3,116.06,51106100.0,118.7,120.69,118.27,120.99
10/23/2019,24377170.0,234.59,237.58,234.29,22367480.0,237.52,240.99,237.32,22684000.0,241.16,242.2,239.62,242.1
05/28/2019,29748560.0,184.66,185.71,182.55,36529740.0,179.8,180.54,177.81,23714690.0,180.2,182.14,178.62,178.92
05/22/2020,25432390.0,315.03,318.52,313.01,27876220.0,316.68,319.52,316.2,25672210.0,318.66,320.89,315.87,315.77
10/20/2017,18969700.0,159.78,160.87,159.23,16252850.0,160.42,160.71,159.6,42357420.0,156.75,157.08,155.02,156.61
01/31/2020,40558490.0,312.6,318.4,312.19,54149930.0,324.45,327.85,321.38,31685810.0,320.54,324.09,318.75,320.93
09/29/2015,50061580.0,113.25,115.5,112.37,56005550.0,116.44,116.69,114.02,51861990.0,113.85,114.57,112.44,112.83
02/06/17,111837300.0,127.03,130.49,127.01,33671250.0,127.98,129.39,127.78,24460160.0,128.31,129.19,128.16,129.13
06/23/2016,34355970.0,96.0,96.57,95.03,35407050.0,94.94,96.35,94.68,29124140.0,96.25,96.89,95.35,95.94
12/08/16,34113880.0,110.0,110.03,108.25,26160560.0,109.5,110.36,109.19,29976030.0,109.26,111.19,109.16,110.86
12/30/2016,18131970.0,116.52,117.8,116.49,20686510.0,117.52,118.02,116.2,14979680.0,116.45,117.11,116.4,116.65
07/11/17,24110330.0,143.02,143.5,142.41,18527000.0,142.9,144.75,142.9,21080580.0,144.11,145.95,143.37,144.73
09/09/15,53142590.0,112.49,112.78,110.04,49904460.0,108.97,110.45,108.51,54507300.0,111.65,112.56,110.32,113.76
06/22/2017,32203640.0,143.66,146.74,143.66,24877950.0,146.87,146.87,144.94,21247590.0,145.52,146.07,144.61,145.77
07/19/2016,38885980.0,97.39,98.99,97.32,30031410.0,98.92,99.3,98.5,36464530.0,98.7,100.13,98.6,99.56
11/19/2019,22395560.0,263.75,264.88,262.1,25093670.0,263.68,265.78,263.01,21700900.0,265.8,267.43,264.23,267.9
08/19/2019,36547440.0,203.16,206.44,202.59,27883360.0,203.46,205.14,199.67,28813620.0,204.28,207.16,203.84,210.62
06/11/18,20912820.0,193.63,194.08,191.92,21329170.0,194.14,194.2,192.34,26580710.0,191.17,192.0,189.77,191.35
03/20/2020,81013970.0,247.51,257.61,238.4,75058410.0,239.77,250.0,237.12,67964260.0,247.39,252.84,242.61,247.18
02/03/20,54149930.0,324.45,327.85,321.38,31685810.0,320.54,324.09,318.75,49897100.0,320.93,322.68,308.29,304.3
08/15/2017,39636190.0,159.9,160.0,154.63,26208970.0,156.6,158.57,156.07,22074760.0,159.32,160.21,158.75,160.66
02/05/20,49897100.0,320.93,322.68,308.29,43496400.0,304.3,313.49,302.22,34154130.0,315.31,319.64,313.63,323.52
